samples,numpy_dist_mat,memmap_dist_mat
700,1.2985256670217495,1.3368074590107426
700,1.306676415988477,1.3342893329972867
700,1.3089500410133041,1.3545979170012288
1000,1.3112924169981852,1.3642899589904118
1000,1.3076125420047902,1.360934875003295
1000,1.3055112919828389,1.3528698750014883
1000,1.3132612500048708,1.3422828749753535
1000,1.2922627920052037,1.3407106249942444
1000,1.296070292009972,1.3436755829898175
1000,1.3083010840055067,1.346165374998236
1000,1.2941459589928854,1.3493599579960573
1000,1.297291499999119,1.3427255419956055
1000,1.2956380419782363,1.3575738749932498
2000,1.3173967500042636,1.379404874984175
2000,1.3503580419928767,1.382786790985847
2000,1.3231870830059052,1.3900792089989409
2000,1.3190075829916168,1.3718452919856645
2000,1.324904915993102,1.3871133329812437
2000,1.330037750012707,1.3914767079986632
2000,1.3153246250003576,1.3906405419984367
2000,1.3244853329961188,1.380267750006169
2000,1.3171653329918627,1.375397833995521
2000,1.3151139169931412,1.3729619590158109
3000,1.3593533750099596,1.3975913749891333
3000,1.3778206669958308,1.4078197909984738
3000,1.356415707996348,1.4082537920039613
3000,1.3539287500025239,1.398733500012895
3000,1.3515670410124585,1.3920187919866294
3000,1.3749342919909395,1.423316042026272
3000,1.3823756249912549,1.4010158749879338
3000,1.3607975839986466,1.415129667002475
3000,1.3701679999940097,1.4153769999975339
3000,1.3672895000199787,1.405597500008298
5000,1.484353249979904,1.5898384579923004
5000,1.4721324579732027,1.571024083008524
5000,1.465051749983104,1.5846096249879338
5000,1.4852954590169247,1.5599255409906618
5000,1.4899248750007246,1.541558334021829
5000,1.4914717079955153,1.5402202910045162
5000,1.4780410419916734,1.54949883298832
5000,1.4885800830088556,1.5434428750013467
5000,1.478741708007874,1.5440614590188488
5000,1.4764709169976413,1.559714333008742
7000,1.657083167025121,1.7165194579865783
7000,1.678201833012281,1.725870833004592
7000,1.6814691660110839,1.7629451249958947
7000,1.701616375008598,1.7678102500212844
7000,1.6563881670008413,1.7346360000083223
7000,1.664958207984455,1.720421708014328
7000,1.659044708008878,1.765499125001952
7000,1.6374213749950286,1.7337605409848038
7000,1.6367194589984138,1.7163312089978717
7000,1.6319532910129055,1.7199456249945797
10000,1.9655106669815723,2.082307167002
10000,1.9256699580000713,2.0612958749989048
10000,1.957171375019243,2.062043707992416
10000,1.9409362919977866,2.024290125002153
10000,1.931749958981527,2.073548165993998
10000,1.9300966250011697,2.042274165985873
10000,1.9519509169913363,2.0787026250036433
10000,1.9465767089859582,2.0687638340168633
10000,1.935940416995436,2.0573665000265464
10000,1.9511216669925489,2.0829295410076156
20000,3.7528688329912256,4.1744392910040915
20000,3.773520958988229,4.124941124988254
20000,3.75737854198087,4.147845583007438
20000,3.7585647090163548,4.17083345798892
20000,3.7818154169945046,4.100646041013533
20000,3.8027805839956272,4.117324999999255
20000,3.766576583002461,4.1518548330059275
20000,3.7539050839841366,4.134814416000154
20000,3.799620582984062,4.101243958983105
20000,3.7556681249989197,4.125443750002887
30000,6.986739666986978,18.34602054199786
30000,6.7363977920031175,18.2941339170211
30000,6.844586999999592,9.614135834010085
30000,6.752354333002586,19.200420042005135
30000,6.858169707993511,18.69358820799971
30000,6.762167083012173,18.073959625005955
30000,6.7369795410195366,18.253148999996483
30000,6.80126512501738,18.258910917007597
30000,6.7815944160101935,18.197179083013907
30000,6.7788349999755155,18.467789707996417
40000,18.24680491699837,34.669525167002575
40000,16.891971083008684,40.507764959009364
40000,16.897240541991778,41.24290687497705
40000,17.02866849998827,40.285102333000395
40000,16.89289683298557,40.74264325000695
40000,16.892964667000342,41.28799837498809
40000,16.857436416990822,41.409324832988204
40000,16.992723917006515,40.43005020899
40000,17.07567725001718,41.63183387499885
40000,16.993045457988046,41.04684670799179
